Station,Date,Time- LST,Light intensity (W/m²),Light intensity (umol photons/s/m²),,
Beit Dagan,19/06/2020,9:20,385,1759.45,,
Beit Dagan,19/06/2020,9:30,623,2847.11,,
Beit Dagan,19/06/2020,9:40,712,3253.84,,
Beit Dagan,19/06/2020,9:50,714,3262.98,,
Beit Dagan,19/06/2020,10:00,855,3907.35,,
Beit Dagan,19/06/2020,10:10,840,3838.8,,
Beit Dagan,19/06/2020,10:20,860,3930.2,,
Beit Dagan,19/06/2020,10:30,817,3733.69,,
Beit Dagan,19/06/2020,10:40,710,3244.7,,
Beit Dagan,19/06/2020,10:50,912,4167.84,,
Beit Dagan,19/06/2020,11:00,570,2604.9,,
Beit Dagan,19/06/2020,11:10,795,3633.15,,
Beit Dagan,19/06/2020,11:20,955,4364.35,,
Beit Dagan,19/06/2020,11:30,684,3125.88,,
Beit Dagan,19/06/2020,11:40,798,3646.86,,
Beit Dagan,19/06/2020,11:50,1027,4693.39,,
Beit Dagan,19/06/2020,12:00,894,4085.58,,
Beit Dagan,19/06/2020,12:10,783,3578.31,,
Beit Dagan,19/06/2020,12:20,938,4286.66,,
Beit Dagan,19/06/2020,12:30,1048,4789.36,,
Beit Dagan,19/06/2020,12:40,734,3354.38,,
Beit Dagan,19/06/2020,12:50,878,4012.46,,
Beit Dagan,19/06/2020,13:00,992,4533.44,,
Beit Dagan,19/06/2020,13:10,835,3815.95,,
Beit Dagan,19/06/2020,13:20,1064,4862.48,,
Beit Dagan,19/06/2020,13:30,669,3057.33,,
Beit Dagan,19/06/2020,13:40,649,2965.93,,
Beit Dagan,19/06/2020,13:50,875,3998.75,,
Beit Dagan,19/06/2020,14:00,608,2778.56,,
Beit Dagan,19/06/2020,14:10,651,2975.07,,
Beit Dagan,19/06/2020,14:20,624,2851.68,,
Beit Dagan,19/06/2020,14:30,949,4336.93,,
Beit Dagan,19/06/2020,14:40,527,2408.39,,
Beit Dagan,19/06/2020,14:50,724,3308.68,,
Beit Dagan,19/06/2020,15:00,744,3400.08,,
Beit Dagan,19/06/2020,15:10,695,3176.15,,
Beit Dagan,19/06/2020,15:20,664,3034.48,,
Beit Dagan,19/06/2020,15:30,612,2796.84,,
Beit Dagan,19/06/2020,15:40,640,2924.8,,
Beit Dagan,19/06/2020,15:50,556,2540.92,,
Beit Dagan,19/06/2020,16:00,529,2417.53,,
Beit Dagan,19/06/2020,16:10,321,1466.97,,
Beit Dagan,19/06/2020,16:20,477,2179.89,,
Beit Dagan,19/06/2020,16:30,389,1777.73,,
Beit Dagan,19/06/2020,16:40,438,2001.66,,
Beit Dagan,19/06/2020,16:50,357,1631.49,,
Beit Dagan,19/06/2020,17:00,274,1252.18,,
Beit Dagan,19/06/2020,17:10,280,1279.6,,
Beit Dagan,19/06/2020,17:20,230,1051.1,,
Beit Dagan,19/06/2020,17:30,224,1023.68,,
Beit Dagan,19/06/2020,17:40,140,639.8,,
Beit Dagan,19/06/2020,17:50,107,488.99,,
Beit Dagan,19/06/2020,18:00,69,315.33,,
Beit Dagan,19/06/2020,18:10,64,292.48,,
Beit Dagan,19/06/2020,18:20,45,205.65,,
Beit Dagan,19/06/2020,18:30,31,141.67,,
Beit Dagan,19/06/2020,18:40,16,73.12,,
Beit Dagan,19/06/2020,18:50,0,0,,
Beit Dagan,19/06/2020,19:00,0,0,,
Beit Dagan,19/06/2020,19:10,0,0,,
Beit Dagan,19/06/2020,19:20,0,0,,
Beit Dagan,19/06/2020,19:30,0,0,,
Beit Dagan,19/06/2020,19:40,0,0,,
Beit Dagan,19/06/2020,19:50,0,0,,
Beit Dagan,19/06/2020,20:00,0,0,,
Beit Dagan,19/06/2020,20:10,0,0,,
Beit Dagan,19/06/2020,20:20,0,0,,
Beit Dagan,19/06/2020,20:30,0,0,,
Beit Dagan,19/06/2020,20:40,0,0,,
Beit Dagan,19/06/2020,20:50,0,0,,
Beit Dagan,19/06/2020,21:00,0,0,,
Beit Dagan,19/06/2020,21:10,0,0,,
Beit Dagan,19/06/2020,21:20,0,0,,
Beit Dagan,19/06/2020,21:30,0,0,,
Beit Dagan,19/06/2020,21:40,0,0,,
Beit Dagan,19/06/2020,21:50,0,0,,
Beit Dagan,19/06/2020,22:00,0,0,,
Beit Dagan,19/06/2020,22:10,0,0,,
Beit Dagan,19/06/2020,22:20,0,0,,
Beit Dagan,19/06/2020,22:30,0,0,,
Beit Dagan,19/06/2020,22:40,0,0,,
Beit Dagan,19/06/2020,22:50,0,0,,
Beit Dagan,19/06/2020,23:00,0,0,,
Beit Dagan,19/06/2020,23:10,0,0,,
Beit Dagan,19/06/2020,23:20,0,0,,
Beit Dagan,19/06/2020,23:30,0,0,,
Beit Dagan,19/06/2020,23:40,0,0,,
Beit Dagan,19/06/2020,23:50,0,0,,
Beit Dagan,20/06/2020,0:00,0,0,,
Beit Dagan,20/06/2020,0:10,0,0,,
Beit Dagan,20/06/2020,0:20,0,0,,
Beit Dagan,20/06/2020,0:30,0,0,,
Beit Dagan,20/06/2020,0:40,0,0,,
Beit Dagan,20/06/2020,0:50,0,0,,
Beit Dagan,20/06/2020,1:00,0,0,,
Beit Dagan,20/06/2020,1:10,0,0,,
Beit Dagan,20/06/2020,1:20,0,0,,
Beit Dagan,20/06/2020,1:30,0,0,,
Beit Dagan,20/06/2020,1:40,0,0,,
Beit Dagan,20/06/2020,1:50,0,0,,
Beit Dagan,20/06/2020,2:00,0,0,,
Beit Dagan,20/06/2020,2:10,0,0,,
Beit Dagan,20/06/2020,2:20,0,0,,
Beit Dagan,20/06/2020,2:30,0,0,,
Beit Dagan,20/06/2020,2:40,0,0,,
Beit Dagan,20/06/2020,2:50,0,0,,
Beit Dagan,20/06/2020,3:00,0,0,,
Beit Dagan,20/06/2020,3:10,0,0,,
Beit Dagan,20/06/2020,3:20,0,0,,
Beit Dagan,20/06/2020,3:30,0,0,,
Beit Dagan,20/06/2020,3:40,0,0,,
Beit Dagan,20/06/2020,3:50,0,0,,
Beit Dagan,20/06/2020,4:00,0,0,,
Beit Dagan,20/06/2020,4:10,0,0,,
Beit Dagan,20/06/2020,4:20,0,0,,
Beit Dagan,20/06/2020,4:30,0,0,,
Beit Dagan,20/06/2020,4:40,2,9.14,,
Beit Dagan,20/06/2020,4:50,9,41.13,,
Beit Dagan,20/06/2020,5:00,22,100.54,,
Beit Dagan,20/06/2020,5:10,31,141.67,,
Beit Dagan,20/06/2020,5:20,74,338.18,,
Beit Dagan,20/06/2020,5:30,42,191.94,,
Beit Dagan,20/06/2020,5:40,34,155.38,,
Beit Dagan,20/06/2020,5:50,89,406.73,,
Beit Dagan,20/06/2020,6:00,176,804.32,,
Beit Dagan,20/06/2020,6:10,129,589.53,,
Beit Dagan,20/06/2020,6:20,260,1188.2,,
Beit Dagan,20/06/2020,6:30,317,1448.69,,
Beit Dagan,20/06/2020,6:40,361,1649.77,,
Beit Dagan,20/06/2020,6:50,374,1709.18,,
Beit Dagan,20/06/2020,7:00,325,1485.25,,
Beit Dagan,20/06/2020,7:10,165,754.05,,
Beit Dagan,20/06/2020,7:20,134,612.38,,
Beit Dagan,20/06/2020,7:30,360,1645.2,,
Beit Dagan,20/06/2020,7:40,202,923.14,,
Beit Dagan,20/06/2020,7:50,501,2289.57,,
Beit Dagan,20/06/2020,8:00,301,1375.57,,
Beit Dagan,20/06/2020,8:10,493,2253.01,,
Beit Dagan,20/06/2020,8:20,394,1800.58,,
Beit Dagan,20/06/2020,8:30,483,2207.31,,
Beit Dagan,20/06/2020,8:40,441,2015.37,,
Beit Dagan,20/06/2020,8:50,689,3148.73,,
Beit Dagan,20/06/2020,9:00,480,2193.6,,
Beit Dagan,20/06/2020,9:10,510,2330.7,,
Beit Dagan,20/06/2020,9:20,620,2833.4,,
Beit Dagan,20/06/2020,9:30,878,4012.46,,
Beit Dagan,20/06/2020,9:40,923,4218.11,,
Beit Dagan,20/06/2020,9:50,972,4442.04,,
Beit Dagan,20/06/2020,10:00,772,3528.04,,
Beit Dagan,20/06/2020,10:10,1030,4707.1,,
Beit Dagan,20/06/2020,10:20,1038,4743.66,,
Beit Dagan,20/06/2020,10:30,918,4195.26,,
Beit Dagan,20/06/2020,10:40,1026,4688.82,,
Beit Dagan,20/06/2020,10:50,1027,4693.39,,
Beit Dagan,20/06/2020,11:00,863,3943.91,,
Beit Dagan,20/06/2020,11:10,900,4113,,
Beit Dagan,20/06/2020,11:20,860,3930.2,,
Beit Dagan,20/06/2020,11:30,1028,4697.96,,
Beit Dagan,20/06/2020,11:40,830,3793.1,,
Beit Dagan,20/06/2020,11:50,840,3838.8,,
Beit Dagan,20/06/2020,12:00,771,3523.47,,
Beit Dagan,20/06/2020,12:10,735,3358.95,,
Beit Dagan,20/06/2020,12:20,558,2550.06,,
Beit Dagan,20/06/2020,12:30,733,3349.81,,
Beit Dagan,20/06/2020,12:40,781,3569.17,,
Beit Dagan,20/06/2020,12:50,791,3614.87,,
Beit Dagan,20/06/2020,13:00,884,4039.88,,
Beit Dagan,20/06/2020,13:10,814,3719.98,,
Beit Dagan,20/06/2020,13:20,878,4012.46,,
Beit Dagan,20/06/2020,13:30,928,4240.96,,
Beit Dagan,20/06/2020,13:40,698,3189.86,,
Beit Dagan,20/06/2020,13:50,708,3235.56,,
Beit Dagan,20/06/2020,14:00,685,3130.45,,
Beit Dagan,20/06/2020,14:10,504,2303.28,,
Beit Dagan,20/06/2020,14:20,572,2614.04,,
Beit Dagan,20/06/2020,14:30,440,2010.8,,
Beit Dagan,20/06/2020,14:40,490,2239.3,,
Beit Dagan,20/06/2020,14:50,711,3249.27,,
Beit Dagan,20/06/2020,15:00,480,2193.6,,
Beit Dagan,20/06/2020,15:10,326,1489.82,,
Beit Dagan,20/06/2020,15:20,531,2426.67,,
Beit Dagan,20/06/2020,15:30,427,1951.39,,
Beit Dagan,20/06/2020,15:40,370,1690.9,,
Beit Dagan,20/06/2020,15:50,390,1782.3,,
Beit Dagan,20/06/2020,16:00,474,2166.18,,
Beit Dagan,20/06/2020,16:10,456,2083.92,,
Beit Dagan,20/06/2020,16:20,307,1402.99,,
Beit Dagan,20/06/2020,16:30,330,1508.1,,
Beit Dagan,20/06/2020,16:40,250,1142.5,,
Beit Dagan,20/06/2020,16:50,205,936.85,,
Beit Dagan,20/06/2020,17:00,230,1051.1,,
Beit Dagan,20/06/2020,17:10,220,1005.4,,
Beit Dagan,20/06/2020,17:20,183,836.31,,
Beit Dagan,20/06/2020,17:30,153,699.21,,
Beit Dagan,20/06/2020,17:40,98,447.86,,
Beit Dagan,20/06/2020,17:50,86,393.02,,
Beit Dagan,20/06/2020,18:00,65,297.05,,
Beit Dagan,20/06/2020,18:10,41,187.37,,
Beit Dagan,20/06/2020,18:20,29,132.53,,
Beit Dagan,20/06/2020,18:30,23,105.11,,
Beit Dagan,20/06/2020,18:40,11,50.27,,
Beit Dagan,20/06/2020,18:50,0,0,,
Beit Dagan,20/06/2020,19:00,0,0,,
Beit Dagan,20/06/2020,19:10,0,0,,
Beit Dagan,20/06/2020,19:20,0,0,,
Beit Dagan,20/06/2020,19:30,0,0,,
Beit Dagan,20/06/2020,19:40,0,0,,
Beit Dagan,20/06/2020,19:50,0,0,,
Beit Dagan,20/06/2020,20:00,0,0,,
Beit Dagan,20/06/2020,20:10,0,0,,
Beit Dagan,20/06/2020,20:20,0,0,,
Beit Dagan,20/06/2020,20:30,0,0,,
Beit Dagan,20/06/2020,20:40,0,0,,
Beit Dagan,20/06/2020,20:50,0,0,,
Beit Dagan,20/06/2020,21:00,0,0,,
Beit Dagan,20/06/2020,21:10,0,0,,
Beit Dagan,20/06/2020,21:20,0,0,,
Beit Dagan,20/06/2020,21:30,0,0,,
Beit Dagan,20/06/2020,21:40,0,0,,
Beit Dagan,20/06/2020,21:50,0,0,,
Beit Dagan,20/06/2020,22:00,0,0,,
Beit Dagan,20/06/2020,22:10,0,0,,
Beit Dagan,20/06/2020,22:20,0,0,,
Beit Dagan,20/06/2020,22:30,0,0,,
Beit Dagan,20/06/2020,22:40,0,0,,
Beit Dagan,20/06/2020,22:50,0,0,,
Beit Dagan,20/06/2020,23:00,0,0,,
Beit Dagan,20/06/2020,23:10,0,0,,
Beit Dagan,20/06/2020,23:20,0,0,,
Beit Dagan,20/06/2020,23:30,0,0,,
Beit Dagan,20/06/2020,23:40,0,0,,
Beit Dagan,20/06/2020,23:50,0,0,,
Beit Dagan,21/06/2020,0:00,0,0,,
Beit Dagan,21/06/2020,0:10,0,0,,
Beit Dagan,21/06/2020,0:20,0,0,,
Beit Dagan,21/06/2020,0:30,0,0,,
Beit Dagan,21/06/2020,0:40,0,0,,
Beit Dagan,21/06/2020,0:50,0,0,,
Beit Dagan,21/06/2020,1:00,0,0,,
Beit Dagan,21/06/2020,1:10,0,0,,
Beit Dagan,21/06/2020,1:20,0,0,,
Beit Dagan,21/06/2020,1:30,0,0,,
Beit Dagan,21/06/2020,1:40,0,0,,
Beit Dagan,21/06/2020,1:50,0,0,,
Beit Dagan,21/06/2020,2:00,0,0,,
Beit Dagan,21/06/2020,2:10,0,0,,
Beit Dagan,21/06/2020,2:20,0,0,,
Beit Dagan,21/06/2020,2:30,0,0,,
Beit Dagan,21/06/2020,2:40,0,0,,
Beit Dagan,21/06/2020,2:50,0,0,,
Beit Dagan,21/06/2020,3:00,0,0,,
Beit Dagan,21/06/2020,3:10,0,0,,
Beit Dagan,21/06/2020,3:20,0,0,,
Beit Dagan,21/06/2020,3:30,0,0,,
Beit Dagan,21/06/2020,3:40,0,0,,
Beit Dagan,21/06/2020,3:50,0,0,,
Beit Dagan,21/06/2020,4:00,0,0,,
Beit Dagan,21/06/2020,4:10,0,0,,
Beit Dagan,21/06/2020,4:20,0,0,,
Beit Dagan,21/06/2020,4:30,0,0,,
Beit Dagan,21/06/2020,4:40,1,4.57,,
Beit Dagan,21/06/2020,4:50,8,36.56,,
Beit Dagan,21/06/2020,5:00,19,86.83,,
Beit Dagan,21/06/2020,5:10,33,150.81,,
Beit Dagan,21/06/2020,5:20,53,242.21,,
Beit Dagan,21/06/2020,5:30,76,347.32,,
Beit Dagan,21/06/2020,5:40,102,466.14,,
Beit Dagan,21/06/2020,5:50,128,584.96,,
Beit Dagan,21/06/2020,6:00,156,712.92,,
Beit Dagan,21/06/2020,6:10,187,854.59,,
Beit Dagan,21/06/2020,6:20,218,996.26,,
Beit Dagan,21/06/2020,6:30,249,1137.93,,
Beit Dagan,21/06/2020,6:40,273,1247.61,,
Beit Dagan,21/06/2020,6:50,281,1284.17,,
Beit Dagan,21/06/2020,7:00,292,1334.44,,
Beit Dagan,21/06/2020,7:10,291,1329.87,,
Beit Dagan,21/06/2020,7:20,295,1348.15,,
Beit Dagan,21/06/2020,7:30,308,1407.56,,
Beit Dagan,21/06/2020,7:40,343,1567.51,,
Beit Dagan,21/06/2020,7:50,395,1805.15,,
Beit Dagan,21/06/2020,8:00,442,2019.94,,
Beit Dagan,21/06/2020,8:10,522,2385.54,,
Beit Dagan,21/06/2020,8:20,590,2696.3,,
Beit Dagan,21/06/2020,8:30,642,2933.94,,
Beit Dagan,21/06/2020,8:40,680,3107.6,,
Beit Dagan,21/06/2020,8:50,707,3230.99,,
Beit Dagan,21/06/2020,9:00,726,3317.82,,
Beit Dagan,21/06/2020,9:10,758,3464.06,,
Beit Dagan,21/06/2020,9:20,785,3587.45,,
Beit Dagan,21/06/2020,9:30,804,3674.28,,
Beit Dagan,21/06/2020,9:40,826,3774.82,,
Beit Dagan,21/06/2020,9:50,846,3866.22,,
Beit Dagan,21/06/2020,10:00,867,3962.19,,
Beit Dagan,21/06/2020,10:10,883,4035.31,,
Beit Dagan,21/06/2020,10:20,900,4113,,
Beit Dagan,21/06/2020,10:30,912,4167.84,,
Beit Dagan,21/06/2020,10:40,927,4236.39,,
Beit Dagan,21/06/2020,10:50,930,4250.1,,
Beit Dagan,21/06/2020,11:00,935,4272.95,,
Beit Dagan,21/06/2020,11:10,945,4318.65,,
Beit Dagan,21/06/2020,11:20,946,4323.22,,
Beit Dagan,21/06/2020,11:30,955,4364.35,,
Beit Dagan,21/06/2020,11:40,961,4391.77,,
Beit Dagan,21/06/2020,11:50,967,4419.19,,
Beit Dagan,21/06/2020,12:00,969,4428.33,,
Beit Dagan,21/06/2020,12:10,962,4396.34,,
Beit Dagan,21/06/2020,12:20,958,4378.06,,
Beit Dagan,21/06/2020,12:30,952,4350.64,,
Beit Dagan,21/06/2020,12:40,946,4323.22,,
Beit Dagan,21/06/2020,12:50,935,4272.95,,
Beit Dagan,21/06/2020,13:00,919,4199.83,,
Beit Dagan,21/06/2020,13:10,902,4122.14,,
Beit Dagan,21/06/2020,13:20,880,4021.6,,
Beit Dagan,21/06/2020,13:30,868,3966.76,,
Beit Dagan,21/06/2020,13:40,850,3884.5,,
Beit Dagan,21/06/2020,13:50,832,3802.24,,
Beit Dagan,21/06/2020,14:00,814,3719.98,,
Beit Dagan,21/06/2020,14:10,789,3605.73,,
Beit Dagan,21/06/2020,14:20,767,3505.19,,
Beit Dagan,21/06/2020,14:30,745,3404.65,,
Beit Dagan,21/06/2020,14:40,719,3285.83,,
Beit Dagan,21/06/2020,14:50,698,3189.86,,
Beit Dagan,21/06/2020,15:00,658,3007.06,,
Beit Dagan,21/06/2020,15:10,628,2869.96,,
Beit Dagan,21/06/2020,15:20,596,2723.72,,
Beit Dagan,21/06/2020,15:30,567,2591.19,,
Beit Dagan,21/06/2020,15:40,539,2463.23,,
Beit Dagan,21/06/2020,15:50,513,2344.41,,
Beit Dagan,21/06/2020,16:00,479,2189.03,,
Beit Dagan,21/06/2020,16:10,441,2015.37,,
Beit Dagan,21/06/2020,16:20,412,1882.84,,
Beit Dagan,21/06/2020,16:30,379,1732.03,,
Beit Dagan,21/06/2020,16:40,345,1576.65,,
Beit Dagan,21/06/2020,16:50,311,1421.27,,
Beit Dagan,21/06/2020,17:00,275,1256.75,,
